Untitled,Untitled 1,Untitled 2,Untitled 3,Untitled 4,Untitled 5,Untitled 6,Untitled 7,Untitled 8,Untitled 9,Untitled 10,Untitled 11,Untitled 12,Untitled 13,Untitled 14,Untitled 15,Untitled 16,Untitled 17,Untitled 18
2.47671,0.050895,0.00259,2.477232,0.028282,1.596637,2.814246,0.020848,0.000435,2.814323,0.016504,1.42397,7.496389,0.039497,0.039497,8.517811,0.003621,0.003621,0
2.476722,0.050814,0.002582,2.477243,0.028874,1.606199,2.814295,0.021312,0.000454,2.814376,0.003274,1.43068,7.343316,0.038704,0.038704,8.483088,0.016584,0.016584,0
2.476203,0.05118,0.002619,2.476731,0.046078,1.600198,2.814403,0.022647,0.000513,2.814494,0.021274,1.453663,7.276745,0.029898,0.029898,8.463902,0.014877,0.014877,0
2.477438,0.051501,0.002652,2.477972,0.013458,1.601218,2.814582,0.023749,0.000564,2.814682,0.030982,1.425941,7.53667,0.03902,0.03902,8.534509,0.002609,0.002609,0
2.475814,0.051384,0.00264,2.476347,0.05469,1.604732,2.813988,0.02419,0.000585,2.814091,0.079338,1.433496,7.42345,0.039821,0.039821,8.36041,0.008353,0.008353,0
2.477375,0.05146,0.002648,2.477909,0.010681,1.626056,2.81454,0.024621,0.000606,2.814648,0.032708,1.408454,7.430712,0.04026,0.04026,8.524827,0.006023,0.006023,0
2.47596,0.051503,0.002653,2.476495,0.054075,1.639092,2.81408,0.025027,0.000626,2.814191,0.043023,1.402572,7.346049,0.040898,0.040898,8.351617,0.004424,0.004424,0
2.476515,0.051712,0.002674,2.477054,0.038757,1.64493,2.81424,0.026825,0.00072,2.814368,0.044694,1.393476,7.641125,0.013892,0.013892,8.531059,0.015545,0.015545,0
2.476614,0.05181,0.002684,2.477155,0.028949,1.67349,2.814353,0.028111,0.00079,2.814493,0.016828,1.376908,7.578358,0.034063,0.034063,8.544954,0.001716,0.001716,0
2.477081,0.052052,0.002709,2.477627,0.022105,1.67255,2.814401,0.028853,0.000832,2.814549,-0.004945,1.383701,7.648587,0.010184,0.010184,8.523965,0.014315,0.014315,0
2.476699,0.051786,0.002682,2.477239,0.024251,1.685699,2.814008,0.029278,0.000857,2.81416,0.021417,1.39371,7.511845,0.042999,0.042999,8.363952,0.023306,0.023306,0
2.475908,0.052027,0.002707,2.476454,0.04241,1.684587,2.814034,0.029597,0.000876,2.81419,0.011673,1.393945,7.258138,0.044787,0.044787,8.354013,0.004596,0.004596,0
2.47718,0.052278,0.002733,2.47773,0.010858,1.696615,2.814721,0.031738,0.001007,2.814899,-0.074444,1.440647,7.367913,0.035249,0.035249,8.514905,0.028482,0.028482,0
2.476004,0.052178,0.002722,2.476552,0.038561,1.677725,2.814084,0.033232,0.001104,2.81428,-0.097681,1.515521,7.399737,0.032173,0.032173,8.313948,0.014689,0.014689,0
2.476242,0.052336,0.002739,2.476794,0.039152,1.640116,2.814112,0.03378,0.001141,2.814314,-0.104686,1.580943,7.642368,0.004286,0.004286,8.525731,0.014818,0.014818,0
2.476548,0.052344,0.00274,2.4771,0.037321,1.61009,2.81413,0.034188,0.001169,2.814337,-0.12028,1.603385,7.561264,0.042247,0.042247,8.570458,0.010165,0.010165,0
2.476512,0.052803,0.002788,2.477074,0.042336,1.596734,2.814333,0.034454,0.001187,2.814543,-0.115896,1.624742,7.447032,0.03819,0.03819,8.566502,0.021254,0.021254,0
2.47657,0.052851,0.002793,2.477133,0.085229,1.534434,2.814607,0.03616,0.001308,2.814839,-0.071241,1.655382,7.403093,0.038362,0.038362,8.541788,0.028618,0.028618,0
2.47708,0.053357,0.002847,2.477654,0.093493,1.527271,2.814337,0.037363,0.001396,2.814585,0.004257,1.616777,7.654127,0.008727,0.008727,8.540407,0.028613,0.028613,0
2.475955,0.053591,0.002872,2.476534,0.130657,1.545666,2.814275,0.038214,0.00146,2.814534,0.032026,1.59605,7.254197,0.01442,0.01442,8.300028,0.019714,0.019714,0
2.47685,0.053858,0.002901,2.477435,0.100199,1.532667,2.814202,0.038701,0.001498,2.814468,0.047629,1.599665,7.648601,0.021942,0.021942,8.568895,0.025373,0.025373,0
2.476609,0.054058,0.002922,2.477198,0.113552,1.536186,2.814704,0.039186,0.001536,2.814976,0.034079,1.591102,7.221527,0.003033,0.003033,8.373324,0.029184,0.029184,0
2.476316,0.054576,0.002979,2.476916,0.130839,1.543291,2.814215,0.041903,0.001756,2.814526,0.102794,1.579649,7.527589,0.045387,0.045387,8.375277,0.030722,0.030722,0
2.476765,0.055049,0.00303,2.477375,0.125273,1.539923,2.81442,0.044003,0.001936,2.814763,0.120322,1.568785,7.62882,0.033208,0.033208,8.4684,0.039352,0.039352,0
2.476619,0.054918,0.003016,2.477227,0.134214,1.543737,2.814237,0.045208,0.002044,2.8146,0.1366,1.580481,7.510044,0.048717,0.048717,8.357353,0.035227,0.035227,0
2.476078,0.05509,0.003035,2.476689,0.155438,1.542129,2.813817,0.04612,0.002127,2.814194,0.140181,1.56768,7.261638,0.024319,0.024319,8.268459,0.011588,0.011588,0
2.476334,0.054954,0.00302,2.476943,0.145696,1.549556,2.814595,0.046454,0.002158,2.814978,0.11113,1.569448,7.2943,0.042326,0.042326,8.483504,0.03805,0.03805,0
2.477188,0.055134,0.00304,2.477801,0.128788,1.53672,2.814319,0.048784,0.00238,2.814741,0.132651,1.566655,7.653409,0.023775,0.023775,8.611731,0.03384,0.03384,0
2.476185,0.05533,0.003061,2.476802,0.157582,1.549208,2.814483,0.050592,0.00256,2.814937,0.125515,1.554856,7.23345,0.009862,0.009862,8.273736,0.024046,0.024046,0
2.47632,0.055413,0.003071,2.476939,0.156049,1.553455,2.813698,0.051419,0.002644,2.814167,0.148326,1.558487,7.64566,0.030538,0.030538,8.499377,0.048573,0.048573,0
2.477073,0.055347,0.003063,2.47769,0.141658,1.560185,2.814596,0.052052,0.002709,2.815076,0.124152,1.552807,7.41186,0.045859,0.045859,8.585577,0.039205,0.039205,0
2.47644,0.055543,0.003085,2.477062,0.154884,1.549119,2.814733,0.052333,0.002739,2.815219,0.118682,1.556638,7.221891,0.006694,0.006694,8.282876,0.025439,0.025439,0
2.47598,0.055255,0.003053,2.476595,0.173507,1.572261,2.813882,0.0524,0.002746,2.814369,0.142753,1.556132,7.488758,0.050684,0.050684,8.325167,0.034077,0.034077,0
2.476615,0.05545,0.003075,2.477234,0.151848,1.555694,2.813891,0.052515,0.002758,2.81438,0.142524,1.552388,7.650894,0.024857,0.024857,8.636336,0.033989,0.033989,0
2.477042,0.05531,0.003059,2.477658,0.148724,1.57091,2.814692,0.052518,0.002758,2.815181,0.121105,1.543017,7.349233,0.043266,0.043266,8.538369,0.0438,0.0438,0
2.476559,0.055587,0.00309,2.477182,0.163983,1.567054,2.814543,0.052797,0.002788,2.815037,0.118554,1.548812,7.223874,0.009424,0.009424,8.269556,0.024916,0.024916,0
2.475929,0.055448,0.003075,2.476549,0.172747,1.576267,2.814036,0.05302,0.002811,2.814535,0.136044,1.555113,7.47597,0.052025,0.052025,8.312027,0.031276,0.031276,0
2.4766,0.05565,0.003097,2.477224,0.163673,1.556896,2.813834,0.053024,0.002812,2.814333,0.141632,1.564535,7.666461,0.014137,0.014137,8.61064,0.043802,0.043802,0
2.476937,0.055395,0.003069,2.477555,0.150929,1.566613,2.8145,0.053211,0.002831,2.815002,0.122342,1.548345,7.41127,0.042343,0.042343,8.590532,0.03641,0.03641,0
2.476776,0.055816,0.003115,2.477403,0.15517,1.560787,2.814797,0.05307,0.002816,2.815297,0.115621,1.560749,7.220893,0.007805,0.007805,8.329935,0.038625,0.038625,0
2.476042,0.055463,0.003076,2.476662,0.174747,1.575466,2.814321,0.053481,0.00286,2.814828,0.126185,1.543717,7.340314,0.052399,0.052399,8.248915,0.01317,0.01317,0
2.476147,0.055471,0.003077,2.476767,0.175302,1.577663,2.813837,0.053124,0.002822,2.814337,0.141484,1.559596,7.618781,0.038648,0.038648,8.454143,0.055074,0.055074,0
2.476771,0.055515,0.003082,2.477392,0.15653,1.567481,2.814147,0.05345,0.002857,2.814654,0.133997,1.544261,7.580035,0.050187,0.050187,8.664646,0.009664,0.009664,0
2.476922,0.055518,0.003082,2.477542,0.153345,1.56945,2.814676,0.053453,0.002857,2.815183,0.115311,1.552439,7.321519,0.040046,0.040046,8.505081,0.047324,0.047324,0
2.476524,0.055636,0.003095,2.477148,0.16153,1.563648,2.814711,0.053348,0.002846,2.815216,0.120453,1.553638,7.226171,0.006226,0.006226,8.275581,0.029924,0.029924,0
2.476099,0.055294,0.003057,2.476715,0.175187,1.576756,2.814144,0.053599,0.002873,2.814653,0.130032,1.546173,7.405721,0.056414,0.056414,8.273985,0.027322,0.027322,0
